@RELATION SentimentTrain

@ATTRIBUTE Text string
@ATTRIBUTE sentiments real

@DATA
'their',2
'be_repeating',1
'of_claudia',1
'guess',1
'once_were',1
'guess_the',1
'reader\'s',1
'irritating',1
'by',1
'reader',1
'order_to',1
'devouring_the',1
'develop',1
'interview',1
'anne_rice',3
'human_qualities',1
'merely',1
'the_marrow',1
'merrick_to',1
'be',1
'written',1
'at_her',1
'increase',1
'mysterious_yet',1
'as',5
'novel_is',1
'this_just',1
'after_reading',1
'merrick_mayfair',1
'others',2
'as_the',1
'concocted_by',1
'complex',1
'vengeaful',1
'life_of',1
'preferrably_her',1
'i_just',1
'complex_individual',1
'watered',1
'were',3
'novels_this',1
'louis',3
'cut',1
'the',25
'in_her',1
'captured',1
'about',1
'who_enjoyed',1
'life',1
'gutless_yes',1
'then',1
'of_the',1
'watered_down',1
'without_direction',1
'contact',1
'fails',1
'david\'s_annoying',1
'and_boring',1
'chronicles_before',1
'the_damned',1
'to_contact',1
'rice_did',1
'anne',4
'by_david',1
'is_cheesy',1
'the_ghost',1
'contact_the',1
'around',1
'yet',2
'yes',1
'especially',1
'severely',1
'was_highly',1
'annoying',1
'individual_the',1
'his_weak',1
'portrayal',1
'enjoyed',1
'to_try',1
'rice_fails',1
'to_balance',1
'these_characters',1
'the_characters',1
'revolves_around',1
'is_a',1
'same_vampires',1
'increase_book',1
'of_akasha',1
'kayman',1
'annoying_perverse',1
'the_mysterious',1
'damned',1
'to_merrick',1
'qualities',2
'same',1
'in_previous',1
'one_of',1
'her_other',1
'book_moves',1
'from_their',1
'merely_to',1
'vampire_to',1
'revolves',1
'and_vengeaful',1
'bones',1
'have',1
'said_in',1
'qualities_in',1
'previous_books',1
'rice',3
'attention_with',1
'also',1
'painfully',1
'that_are',1
'vengeaful_yet',1
'merrick_in',1
'tendencies',1
'chronicles',2
'character',1
'related',1
'early_novels',1
'book_the',1
'skip',1
'vague_and',1
'repeating_what',1
'to_david\'s',1
'novels',2
'human',1
'boring_the',1
'moves',1
'the_fate',1
'to_one',1
'said',1
'these_qualities',1
'vampires_portrayed',1
'a_plot',1
'use',1
'who',1
'not_difficult',1
'book_is',2
'reader_the',1
'concocted',1
'his',2
'highly_disappointed',1
'not_seem',1
'to_voodun',1
'painfully_slow',1
'disappointed',1
'barely_portrayed',1
'direction_the',1
'rice\'s_previous',1
'over',3
'references_to',2
'extremely',1
'her_early',1
'portrayed_as',2
'talbot',1
'victims_bones',1
'to_develop',1
'action_and',1
'perverse_tendencies',1
'action',3
'and_his',1
'are',3
'bloodlusting_characters',1
'i_was',1
'louis_the',1
'does_not',1
'i_may',1
'that_were',1
'of_her',1
'anne_rice\'s',1
'then_the',1
'to_the',1
'fails_to',1
'her',4
'down',1
'merrick_as',1
'have_said',1
'cheesy',1
'their_viciousness',1
'balance_these',1
'is_painfully',1
'this',8
'her_best',1
'weak',2
'the_reader\'s',1
'to_increase',1
'rice\'s',1
'vampire_chronicles',2
'as_a',2
'tedious_tangent',1
'boring',1
'and',13
'from',1
'merrick_especially',1
'compare',1
'was',1
'queen',1
'as_weak',1
'of_merrick',1
'were_vague',1
'before',1
'tendencies_that',1
'may',1
'claudia',1
'soul_but',1
'talbot_and',1
'in_queen',1
'and_louis',1
'vampire',4
'individual',1
'vent_over',1
'captured_the',1
'disappointed_over',1
'down_in',1
'had',1
'this_tedious',1
'the_vampire',2
'had_to',1
'characters_of',1
'of_these',1
'plot',1
'victims',1
'action_in',2
'ghost',1
'the_other',1
'not_anne',1
'skip_this',1
'over_the',1
'weak_nature',1
'reader\'s_attention',1
'merrick_and',1
'bones_the',1
'previous',3
'voodun_were',1
'move',1
'book_revolves',1
'typical',1
'slow',1
'viciousness',1
'and_bloodlusting',1
'did_not',1
'yet_human',1
'portrayal_is',1
'typical_and',1
'vampires',5
'devouring',1
'their_victims',1
'novel_merrick',1
'that',2
'the_action',3
'the_book',4
'introduces_characters',1
'yet_dangerous',1
'to_use',1
'yes_louis',1
'fate',1
'order',1
'rice_at',1
'are_related',1
'use_merrick',1
'not',4
'book_introduces',1
'in_order',1
'is_severely',1
'vague',1
'what',1
'difficult_to',1
'also_full',1
'louis_are',1
'extremely_predictable',1
'to_read',1
'vampire_and',1
'soul',1
'voodun',1
'gutless',1
'with_the',1
'sales_skip',1
'akasha',1
'previous_novels',1
'characters',4
'with',2
'are_barely',1
'attention',1
'the_novel',1
'mysterious',1
'compare_the',1
'plot_concocted',1
'dangerous_and',1
'others_have',1
'portrayed_in',1
'as_she',1
'novels_the',1
'this_novel',3
'is_also',1
'others_the',1
'irritating_to',1
'and_without',1
'read_about',1
'were_in',1
'not_cut',1
'severely_watered',1
'previous_reviews',1
'they_once',1
'book_sales',1
'to',14
'read',1
'once',1
'but',2
'full',1
'a_complex',1
'akasha_and',1
'moves_into',1
'are_portrayed',1
'about_compare',1
'move_on',1
'her_others',1
'were_written',1
'is_irritating',1
'she',1
'in_anne',1
'book_after',1
'and_the',1
'did',2
'to_vent',1
'full_of',1
'viciousness_and',1
'does',1
'sales',1
'books',1
'did_in',1
'fate_of',1
'characters_as',1
'and_gutless',1
'just_had',1
'introduces',1
'mayfair',1
'reviews_but',1
'on',1
'into',1
'a_character',1
'of',7
'portrayed',3
'this_book',3
'enjoyed_devouring',1
'after',1
'best',1
'marrow_from',1
'they',1
'especially_louis',1
'vent',1
'claudia_then',1
'the_life',1
'but_i',1
'she_did',1
'and_it',1
'marrow',1
'preferrably',1
'in_the',2
'vampires_in',3
'balance',1
'these',2
'nature',1
'like_the',1
'develop_as',1
'merrick_i',1
'reviews',1
'characters_they',1
'over_this',2
'before_merrick',1
'with_their',1
'direction',1
'damned_like',1
'a_reader',1
'barely',1
'nature_is',1
'other',2
'book',8
'predictable',1
'is_not',1
'slow_and',1
'reading',1
'and_extremely',1
'and_references',1
'novel_and',2
'louis_is',1
'cheesy_typical',1
'dangerous',1
'and_kayman',1
'his_portrayal',1
'merrick',7
'character_anne',1
'cut_it',1
'difficult',1
'just_does',1
'it',2
'is',7
'in',12
'david_talbot',1
'of_references',1
'reading_interview',1
'the_same',1
'tortured',1
'try',1
'on_to',1
'weak_and',1
'kayman_who',1
'try_to',1
'other_vampire',2
'characters_that',1
'the_previous',1
'tangent',1
'qualities_anne',1
'a_tortured',1
'it_is',1
'just',2
'david',1
'seem_to',1
'i',3
'tangent_over',1
'may_be',1
'a',5
'without',1
'tortured_soul',1
'seem',1
'written_merely',1
'the_vampires',4
'david\'s',1
'references',2
'in_merrick',2
'to_guess',1
'books_captured',1
'ghost_of',1
'around_a',1
'highly',1
'tedious',1
'predictable_the',1
'early',1
'queen_of',1
'in_this',3
'mayfair_a',1
'perverse',1
'into_this',1
'what_others',1
'novel',4
'and_move',1
'bloodlusting',1
'chronicles_preferrably',1
'#label#',2.0
'save_your',1
'what_i',1
'old',1
'any',1
'dumb_old',1
'save',1
'humor_in',1
'i_expected',1
'still',1
'(sorry',1
'your_money',1
'over',1
'is_a',1
'i_hate',1
'no',1
'say',1
'no_humor',1
'at',1
'expected',1
'in',1
'gathering',1
'of',3
'find',1
'to',1
'this_is',1
'gathering_of',1
'(sorry_but',1
'the',1
'which_i',1
'for_readers',1
'dumb',1
'all',1
'i_still',1
'the_age',1
'over_the',1
'really_disappointed',1
'<num>_(sorry',1
'old_saying',1
'not',1
'buy_any',1
'for',1
'to_say',1
'money',1
'your',1
'i_was',1
'of_which',1
'other_book',1
'i',4
'say_it',1
'a',1
'which',1
'any_other',1
'many',1
'not_at',1
'humor',1
'book_for',1
'or_buy',1
'it_but',1
'book',1
'readers',1
'a_gathering',1
'was',1
'this',1
'but_this',1
'of_<num>',1
'disappointed',1
'readers_over',1
'other',1
'at_all',1
'hate_to',1
'<num>',1
'find_no',1
'saying_many',1
'money_or',1
'hate',1
'age',1
'in_save',1
'really',1
'it',1
'is',1
'age_of',1
'buy',1
'of_dumb',1
'still_find',1
'what',1
'but',2
'all_what',1
'or',1
'was_really',1
'but_i',1
'many_of',1
'saying',1
'#label#',1.0
'i',9
'must',2
'members',1
'if',2
'world_we',1
'luck',1
'to_hurt',1
'stuff',1
'"characters"',1
'british_humor',1
'would_have',1
'down_while',1
'admit',1
'stuff_here',1
'(lighting',1
'but_i',1
'here_but',1
'the_role',1
'it_definitely',1
'progressive_rock',1
'put_down',1
'time_so',1
'feelings',1
'floyd_fans',1
'instead',1
'worth_it',1
'rock',2
'i_suspect',2
'will_he',1
'of_classic',1
'time',1
'pink_floyd',2
'study',1
'sense',1
'takes_with',1
'at',3
'are_not',1
'been_nice',2
'(novel_biography',1
'that_but',1
'fan',2
'pulitzer',1
'unless_you',1
'pulitzer_prize',1
'i_have',1
'times',2
'hard',2
'hard_to',1
'read',1
'a',8
'sound_etc',1
'also_have',1
'humor',1
'but',5
'work_it',1
'seemed_to',1
'hard_work',1
'while_it',1
'rather_amusing',1
'floyd_is',1
'since',1
'quite_worth',1
'book_is',2
're-entry',1
'to_reach',1
'seemed',1
'amusing_at',1
'left',1
'like',1
'with_the',1
'times_but',1
'have_not',1
'and_roll',1
'he',2
'is_it',1
'of_some',1
'you_will',1
'up_on',1
'helps_if',1
'some',4
'being_careful',1
'was_being',1
'not',5
'prize_stuff',1
'that',2
'simply',1
'fan_the',1
'we',1
'here',1
'i_you',1
'if_you',2
'floyd',3
'put',1
'look_at',1
'will_simply',1
'left_to',1
'along',1
'at_the',1
'floyd_fan',1
'at_times',2
'"characters"_a',1
'he_definitely',1
'the_top',1
'are_up',1
'must_for',1
'do_that',1
'or_create',1
'more',2
'rock_and',1
'suspect_mr',1
'up',1
'found',1
'it_hard',1
'little_more',1
'world',2
'classic',1
'interesting_look',1
'not_dealing',1
'world_of',1
'so_if',1
'have_been',2
'not_read',1
'it_would',1
'technical_aspects',1
'to',6
'know_the',1
'know',1
'must_admit',1
'nice_but',1
'amusing',1
'helps',1
'role',1
'hurt_feelings',1
'british',1
'classic_progressive',1
'so',2
'devotion_left',1
'is_rather',1
'not_get',1
'more_personal',1
'also',1
'bad_will',1
'the_tedious',1
'this',1
'aspects_(lighting',1
'it_like',1
'i_know',1
'expected',1
'it_takes',1
'band_members',1
'bit_better',1
'the_"characters"',1
'etc_in',1
'no_where',1
'(lighting_sound',1
'etc_a',1
'tedious',1
'where_near',1
'in_some',1
'better',1
'suspect_some',1
'feel_i',1
'since_that',1
'sound',1
'near_what',1
'with_pulitzer',1
'are',4
'the_hard',1
'literary_world',1
'progressive',1
'but_no',1
'have_with',1
'work',1
'down',1
'band',2
'feel',1
'get',1
'this_was',1
'suspect',2
'more_i',1
'did',2
'with',3
'would_also',1
'a_pink',1
'you_are',3
'been',2
'i_expected',1
'definitely_did',1
'or',2
'pink',2
'on',1
'for',1
'being',1
'of',5
'a_book',1
'for_floyd',1
'dealing',1
'personal',1
'now_but',1
'book',3
're-entry_into',1
'did_not',2
'definitely_helps',1
'etc',2
'no',1
'some_dumb',1
'makes_sense',1
'what',2
'feelings_or',1
'roll_the',1
'was_the',1
'was',3
'unless',1
'careful',1
'bit',2
'takes',1
'my',1
'mr',1
'near',1
'create_bad',1
'personal_study',1
'roll',1
'rock_or',1
'rather',1
'a_little',1
'and',2
'you',4
'careful_and',1
'create',1
'not_do',1
'tedious_devotion',1
'dumb_luck',1
'study_would',1
'luck_thrown',1
'it_makes',1
'dive_into',1
'found_it',1
'book_(novel',1
'literary',1
'dumb',1
'nice',2
'top',1
'aspects',1
'reach',1
'but_it',1
'a_fan',1
'mr_mason',1
'biography_etc',1
'along_so',1
'would',2
'biography',1
'all',1
'better_now',1
'prize',1
'and_did',1
'of_the',2
'admit_i',1
'times_i',1
'but_unless',1
'in_to',1
'is_a',1
'humor_i',1
'quite',1
'the_world',1
'thrown',1
'definitely',2
'nice_to',1
'simply_not',1
'mason',1
'(novel',1
'all_along',1
'the_literary',1
'technical',1
'mason_was',1
'members_a',1
'role_he',1
'it',8
'is',3
'in',2
'makes',1
'look',1
'dive',1
'are_a',2
'like_i',1
'little',1
'he_seemed',1
'on_british',1
'some_of',1
'reach_the',1
'or_pink',1
'expected_instead',1
'not_what',1
'a_bit',2
'while',1
'to_put',1
'dealing_with',1
'was_my',1
'instead_of',1
'we_are',1
'i_must',1
'interesting',1
'my_re-entry',1
'sense_since',1
'to_dive',1
'band_all',1
'bit_more',1
'into_the',2
'devotion',1
'thrown_in',1
'top_of',1
'what_i',1
'now',1
'a_very',1
'that_was',1
'the_band',2
'get_it',1
'what_to',1
'have',4
'very',1
'some_it',1
'read_a',1
'to_technical',1
'into',2
'i_feel',1
'so_this',1
'bad',1
'hurt',1
'it_quite',1
'of_rock',1
'the',11
'will',2
'fans',1
'with_some',1
'do',1
'very_interesting',1
'i_found',1
'the_book',2
'fan_of',1
'some_time',1
'a_must',1
'where',1
'but_at',1
'to_have',1
'worth',1
'#label#',4.0
'worth_the',1
'poorly_created',1
'book_it\'s',1
'campaign_for',1
'the_company',1
'it\'s',1
'more_of',1
'created_pr',1
'campaign',1
'new_in',1
'in',1
'worth',1
'more',1
'not_worth',1
'of_a',1
'nothing',1
'nothing_new',1
'pr_campaign',1
'disappointment_nothing',1
'of',1
'the',2
'pr',1
'not',1
'this',1
'book',1
'company',1
'created',1
'this_book',1
'a_disappointment',1
'new',1
'what_a',1
'in_this',1
'poorly',1
'what',1
'for',1
'it\'s_more',1
'the_&quot;dough&quot;',1
'a_poorly',1
'&quot;dough&quot;',1
'for_the',1
'disappointment',1
'a',2
'#label#',1.0
'only',1
'over_a',1
'failure',1
'foul_with',1
'1st_quarter',1
'when_he',1
'altogether_villains',1
'traveling_by',1
'boy_and',1
'help',1
'by',2
'time_when',1
'show_up',1
'the_rest',1
'used_they',1
'quickly_be',1
'new_set',1
'the_1st',1
'a_young',2
'be',1
'for_over',1
'written',1
'1st',1
'when_needed',1
'special_gift',1
'after_helping',1
'at',1
'as',5
'reason',1
'one_chapter',1
'as_the',1
'began',1
'for_bizarre',1
'strong_start',1
'give',1
'point',1
'been',1
'the_gift',1
'dog_in',1
'day_was',1
'dog',2
'were',3
'young_boy',3
'and_had',1
'had',4
'key',1
'the_queen',3
'one',2
'most_wyl',1
'short_chapter',1
'with_greater',1
'greater_frequency',1
'hoped',1
'week_when',1
'as_if',1
'short',1
'sara',1
'of_the',1
'dismissed',1
'i_started',1
'camel\'s',1
'easily_or',1
'the',22
'change_it',1
'foul',1
'sara_douglass',1
'one_up',1
'a_week',1
'just_before',1
'you_may',1
'had_hoped',1
'in_and',1
'told',1
'was_written',1
'once_used',1
'will_give',1
'but_',1
'was_given',2
'off',1
'before_they',1
'to_remove',1
'horseback_for',1
'bizarre_events',1
'hearty_atta',1
'or_shorten',1
'<num>_the',1
'is_a',1
'once',1
'in_fragranced',1
'atta_boy',1
'same',1
'had_just',1
'altogether',1
'often_foul',1
'same_reason',1
'sent_back',1
'used',1
'where_the',1
'have',3
'good_as',1
'through',1
'horseback',1
'hoped_in',1
'that_i',1
'fiona',1
'reviews_there',1
'story',1
'strong',1
'needed_without',1
'were_dismissed',1
'blow_of',1
'with_a',1
'arrive',1
'straw_that',1
'handful_of',1
'up_at',1
'after_wyl',1
'put',1
'finished_traveling',1
'rest_of',1
'special',1
'on_a',1
'editor',1
'after_a',1
'the_most',1
'page',2
'vain_the',1
'young',3
'luxuriating',1
'easily',1
'explanations_for',1
'jumped',1
'wayfarer_redemption',1
'and_a',2
'until_page',1
'the_more',1
'vain',1
'him',1
'events_and',1
'redemption_by',1
'events',1
'remove_or',1
'or_were',1
'rest',1
'great',1
'give_no',1
'week',1
'over',1
'and_happenings',1
'gates_this',1
'quirky_inner',1
'wyl_thirsk',1
'happenings_came',1
'view_switched',1
'book_had',1
'steaming',1
'gates',1
'a_quirky',1
'finished',1
'set_would',1
'in_some',1
'by_horseback',1
'page_<num>',2
'and_was',1
'gift',2
'<num>',2
'fiona_told',1
'this_is',1
'quickly_and',1
'key_issues',1
'redemption',1
'to_the',1
'he_received',1
'they_would',1
'villains',1
'queen_and',2
'down',1
'i_had',1
'for',2
'to_a',1
'is_the',1
'this',4
'wyl_had',1
'wyl_needs',1
'seemed',1
'a_handful',1
'atta',1
'was_soon',1
'camel\'s_back',1
'of_misfortune',1
'happenings',1
'needed',3
'the_straw',1
'great_beginning',1
'a_battlement',1
'of_and',1
'and',8
'from',1
'it_was',1
'the_time',1
'jumped_in',1
'was',6
'queen',3
'up_until',1
'before',1
'just_finished',1
'may',1
'a_hearty',1
'a_blow',1
'has',1
'when_wyl',1
'very_strong',1
'needed_this',1
'remove',1
'arrive_when',1
'they',3
'misfortune',1
'traveling',1
'broke_the',1
'had_to',1
'villains_would',1
'reason_that',1
'chapter',2
'good',1
'helping',1
'be_disposed',1
'battlement_to',1
'other_reviews',1
'him_the',1
'have_a',1
'inner_dialog',1
'back',2
'bizarre',1
'this_one',1
'as_almost',1
'a_very',1
'frequency',1
'and_began',1
'to_put',1
'read_this',1
'seemed_to',1
'gift_after',1
'luxuriating_in',1
'he_was',1
'apparently_needed',1
'to_change',1
'needed_they',1
'but_after',1
'quickly',2
'broke',1
'was_as',1
'that',3
'the_book',4
'down_after',1
'view',1
'started',1
'in_vain',1
'back_to',1
'most',1
'spoilers_but',1
'given_the',1
'shorten_key',1
'wayfarer',1
'given_a',1
'dismissed_altogether',1
'pages',1
'some_other',1
'to_read',1
'thirsk_was',1
'pages_as',1
'they_were',2
'gift_the',1
'fragranced_steaming',1
'may_have',1
'disposed_of',1
'as_good',1
'chapter_the',1
'with',2
'would_quickly',1
'more',1
'switched',1
'if_this',1
'happened_with',1
'have_been',1
'water',1
'helping_the',1
'from_soldiers',1
'reviews',1
'the_dog',1
'blow',1
'up',2
'without_failure',1
'he_runs',1
'beginning_but',1
'almost_as',1
'walking',1
'came',1
'almost',1
'start',1
'to',8
'read',3
'start_i',1
'but',2
'the_editor',1
'began_to',1
'dialog_once',1
'only_to',1
'issues_explanations',1
'came_quickly',1
'more_fiona',1
'douglass',1
'the_point',1
'help_the',1
'in_one',1
'very',1
'boy_i',1
'soon_luxuriating',1
'were_often',1
'happened',1
'soon',1
'time',1
'saved',1
'quarter',1
'frequency_the',1
'that_has',1
'the_day',1
'steaming_water',1
'saved_the',1
'issues',1
'quirky',1
'i_read',1
'sent',1
'set',1
'respite',1
'at_the',1
'new',1
'straw',1
'or',2
'dialog',1
'some',1
'on',2
'until',1
'off_only',1
'needs',1
'of',5
'will',1
'after',3
'is_where',1
'water_wyl',1
'has_a',1
'runs',1
'received_a',1
'no',1
'explanations',1
'boy',4
'often',1
'have_read',1
'switched_from',1
'read_wayfarer',1
'a_dog',1
'written_on',1
'had_a',1
'thirsk',1
'needs_him',1
'in_the',1
'book_that',1
'apparently',1
'fragranced',1
'douglass_and',1
'been_as',1
'through_the',1
'greater',1
'point_of',1
'book_would',1
'spoilers',1
'there',1
'change',1
'on_page',1
'runs_off',1
'a_short',1
'received',1
'editor_jumped',1
'other',1
'this_respite',1
'book',4
'wyl_apparently',1
'to_show',1
'would_arrive',1
'when',3
'day',1
'hearty',1
'put_it',1
'failure_in',1
'no_spoilers',1
'inner',1
'queen_to',1
'told_the',1
'and_young',1
'it',3
'is',3
'the_same',1
'in',6
'the_story',1
'if',1
'would',4
'as_you',1
'it_is',1
'a_special',1
'disposed',1
'would_have',2
'given',2
'the_camel\'s',1
'boy_walking',1
'was_sent',1
'respite_i',1
'he',3
'beginning',1
'back_was',1
'started_to',1
'there_is',1
'misfortune_the',1
'i_will',1
'just',2
'to_help',1
'that_broke',1
'soldiers',1
'i',4
'of_pages',1
'show',1
'a',13
'by_sara',1
'without',1
'story_it',1
'dog_saved',1
'of_view',1
'you',1
'handful',1
'book_seemed',1
'shorten',1
'a_new',1
'read_in',1
'wyl',4
'walking_through',1
'this_happened',1
'were_needed',1
'it_down',1
'and_easily',1
'boy_he',1
'<num>_he',1
'where',1
'the_gates',1
'chapter_just',1
'battlement',1
'soldiers_on',1
'#label#',2.0
'they_maybe',1
'look',1
'form',1
'that_need',1
'pictures_of',1
'patchwork',1
'quilters',1
'real',1
'of',2
'that_are',1
'be',1
'maybe',1
'first',1
'but_look',1
'of_his',1
'nor_will',1
'pop_they',1
'that_real',1
'fassett_stuff',1
'book_i',1
'need_some',1
'is_not',1
'the_last',1
'stuff',1
'form_simple',1
'are',1
'passionate_patchwork',1
'blocks_but',1
'quilts_that',1
'complicated.great',1
'maybe_looking',1
'passionate',1
'complicated.great_books',1
'kaffe',1
'for',1
'beautiful_pictures',1
'his',1
'simple',1
'will',1
'kaffe_fassett',1
'for.this_is',1
'will_it',1
'but',1
'new_quilters',1
'simple_blocks',1
'they',1
'pop',1
'book',1
'blocks',1
'quilters_that',1
'love_kaffe',1
'color',1
'color_suggestions',1
'wonderful',1
'suggestions_to',1
'love',1
'get',1
'it',1
'is',1
'of_some',1
'first_book',1
'have',1
'new',1
'the_first',1
'last',1
'for.this',1
'okay',1
'get_that',1
'to',1
'okay_i',1
'are_made',1
'wonderful_quilts',1
'looking_for.this',1
'look_complicated.great',1
'that',3
'not_the',1
'i',2
'made',1
'it_be',1
'books_for',1
'books',1
'his_nor',1
'some_wonderful',1
'fassett',1
'not',1
'some_color',1
'nor',1
'beautiful',1
'i_love',1
'the',2
'i_have',1
'pictures',1
'some',2
'made_form',1
'looking',1
'need',1
'have_of',1
'to_get',1
'real_pop',1
'for_new',1
'quilts',1
'be_the',1
'stuff_beautiful',1
'suggestions',1
'#label#',5.0
'with',1
'this_book.best',1
'the_dvd',1
'they_test',1
'on_your',1
'surround',1
'and',2
'dvd',1
'love_this',1
'enjoyed_the',1
'remember',1
'up_on',1
'when_they',1
'crank_it',1
'the_apollo',1
'test_fire',1
'you',2
'the',3
'yet',1
'play',1
'"3-2-1-_liftoff',1
'if_you',1
'you_will',1
'love',1
'book.best_yet',1
'they',1
'up',1
'"3-2-1-',1
'sound',1
'fire_the',1
'program',1
'program_you',1
'your',1
'apollo',1
'the_engines',1
'surround_sound',1
'liftoff_with',1
'dvd_and',1
'liftoff',1
'sound_when',1
'with_this',1
'book',1
'play_the',1
'will_love',1
'remember_and',1
'this',2
'this_book',1
'will',1
'it_up',1
'enjoyed',1
'test',1
'fire',1
'you_remember',1
'your_surround',1
'book.best',1
'it',1
'crank',1
'yet_play',1
'and_crank',1
'apollo_program',1
'when',1
'if',1
'on',1
'engines',1
'and_enjoyed',1
'#label#',4.0
'well',1
'color_photographs',1
'well_as',1
'by',1
'are',2
'the_volume',1
'volume_as',1
'that_his',1
'published',2
'fact',1
'of',2
'was',1
'reviews',1
'pathetic',1
'his_only',1
'find',1
'read',1
'i_would',1
'flipped_through',1
'to_find',1
'reason_to',1
'which_estates',1
'enticed',1
'this_work',1
'book_in',1
'direct_copies',1
'no',1
'read_it',1
'as',2
'for',1
'with_the',1
'reason_of',1
'through_it',1
'if_i',1
'was_his',1
'their_omission.the',1
'his_book',1
'works_(i.e.',1
'wine',4
'couple',1
'he_did',1
'copies_of',1
'it_read',1
'bordeaux_wine',1
'week_and',1
'me',1
'bought_it',2
'there',1
'then_gave',1
'buy',2
'guide_and',1
'works',1
'published_works',1
'are_direct',1
'bordeaux',1
'his_other',1
'advocate',1
'advocate_mailings',1
'out_which',1
'it_i',1
'wine_advocate',1
'mailings_indicating',1
'there_is',1
'not_consider',1
'work_with',1
'gave_it',1
'photographs_this',1
'it_was',1
'photographs',2
'and_then',1
'would_not',1
'is_no',1
'and',2
'omission.the',1
'estates_he',1
'direct',1
'community_librar',1
'other_published',1
'then',1
'this',2
'out',1
'enticed_me',1
'i_had',1
'this_enticed',1
'book',1
'had',1
'(i.e.',1
'me_to',1
'color',1
'photographs_are',1
'for_a',1
'did',1
'critic',1
'week',1
'parker_who',1
'volume',1
'the_fact',1
'it',6
'is',2
'only',1
'in',1
'buy_this',1
'have',1
'who',1
'if',1
'a_great',1
'pathetic_couple',1
'heavily',1
'gave',1
'in_the',1
'heavily_advertized',1
'indicating_it',1
'estates',1
'through',1
'work',2
'he',1
'flipped',1
'the_wine',1
'great_wine',1
'did_not',1
'advertized',1
'to',4
'by_reason',1
'community',1
'to_my',1
'wine_guide',1
'great_by',1
'my_community',1
'that',2
'with',2
'wine_reviews',1
'a_week',1
'fact_that',1
'is_a',1
'find_out',1
'i',3
'couple_that',1
'work_i',1
'a',2
'his',4
'critic_heavily',1
'not',2
'great',2
'(i.e._bordeaux',1
'that_with',1
'to_buy',2
'other',1
'of_his',1
'consider',1
'no_reason',1
'and_there',1
'mailings',1
'of_their',1
'the',3
'wine_critic',1
'it_to',1
'only_published',1
'copies',1
'published_work',1
'librar',1
'as_to',1
'not_have',1
'advertized_his',1
'it_for',1
'as_well',1
'with_color',1
'my',1
'their',1
'reviews_are',1
'omission.the_photographs',1
'i_bought',1
'indicating',1
'who_is',1
'parker',1
'reason',2
'would',1
'his_wine',1
'consider_great',1
'guide',1
'which',1
'had_flipped',1
'are_pathetic',1
'bought',2
'have_bought',1
'buy_the',1
'#label#',2.0
'a',1
'loved',1
'an_almost',1
'adaptation',1
'instead_it\'s',1
'the_charm',1
'dialogue',1
'that_the',1
'an',1
'the_dialogue',1
'to',1
'adds',1
'bring_to',1
'go',1
'lacks_the',1
'dialogue_in',1
'this_novelization',1
'the',5
'better_value',1
'much_better',1
'the_movie',2
'lacks',1
'novelization_adds',1
'booooooooooring',1
'movie_instead',1
'bring',1
'fact_it\'s',1
'the_actors',1
'new_and',1
'actors_bring',1
'to_the',1
'really_lacks',1
'go_buy',1
'almost_word-for-word',1
'value',1
'nothing_new',1
'better',1
'adaptation_go',1
'movie_but',1
'charm_that',1
'charm',1
'this',1
'but_this',1
'in_fact',1
'buy_the',1
'a_much',1
'it\'s_a',1
'adds_nothing',1
'it\'s_an',1
'much',1
'actors',1
'word-for-word',1
'nothing',1
'word-for-word_adaptation',1
'movie',2
'fact',1
'loved_the',1
'really',1
'novelization',1
'almost',1
'new',1
'that',1
'buy',1
'in',1
'but',1
'it\'s',2
'instead',1
'and_really',1
'and',1
'#label#',2.0
'a',3
'quite_easily',1
'of_them',1
'round',1
'by',1
'large_garden',1
'of',3
'her',1
'a_large',1
'this',1
'be',1
'myself',1
'summer',1
'round_highly',1
'my_daughter',1
'each',2
'for',2
'away',1
'cookbook',2
'changing_a',1
'using',1
'used',2
'my',3
'of_the',1
'she_stole',1
'daughter',1
'easily',1
'things',1
'format',1
'myself_right',1
'be_used',1
'fresh',1
'she',1
'used_year',1
'fresh_produce',1
'raise',1
'her_family',1
'stole',1
'book_i',1
'season',1
'few',2
'year_round',1
'another_for',1
'few_of',1
'away_because',1
'right_away',1
'and',4
'large',1
'they',1
'bought_another',1
'following',1
'for_each',1
'them',1
'recommended',1
'book',1
'my_own',1
'some_of',1
'because',1
'garden',1
'using_fresh',1
'easily_my',1
'love',1
'by_changing',1
'have_used',1
'can',1
'few_things',1
'and_her',1
'have',1
'seasons_and',1
'this_cookbook',1
'fantastic',1
'summer_and',1
'the_recipes',1
'recipes',1
'own_by',1
'family_raise',1
'love_the',1
'stole_my',1
'produce_for',1
'quite',2
'format_of',1
'it',1
'and_made',1
'highly_recommended',1
'them_my',1
'each_summer',1
'fantastic_cookbook',1
'of_this',1
'cookbook_',1
'and_she',1
'family',1
'following_the',1
'my_book',1
'garden_each',1
'i',3
'own',1
'made',1
'and_using',1
'the_format',1
'quite_a',1
'it_can',1
'raise_a',1
'the_seasons',1
'seasons',1
'used_quite',1
'year',1
'because_it',1
'i_love',1
'adapt_quite',1
'made_some',1
'the',3
'they_adapt',1
'i_have',1
'each_season',1
'things_',1
'i_bought',1
'a_few',2
'can_be',1
'for_myself',1
'some',1
'daughter_and',1
'highly',1
'season_i',1
'changing',1
'adapt',1
'another',1
'right',1
'recipes_and',1
'produce',1
